Date,Symbol,Prev Close,Open,High,Low,Last,Close,VWAP,Volume
1/3/2000,HDFC,271.75,293.5,293.5,293.5,293.5,293.5,293.5,22744
1/4/2000,HDFC,293.5,317,317,297,304,304.05,303.62,255251
1/5/2000,HDFC,304.05,290,303.9,285,295,292.8,294.53,269087
1/6/2000,HDFC,292.8,301,314,295,296,296.45,300.14,305916
1/7/2000,HDFC,296.45,290,296.35,281,287.1,286.55,288.8,197039
1/10/2000,HDFC,286.55,292,296,285,288.4,287.2,289.42,133363
1/11/2000,HDFC,287.2,290,292,273.25,282.85,283.85,284.54,337411
1/12/2000,HDFC,283.85,287,293,284.5,285.25,285.6,287.6,222537
1/13/2000,HDFC,285.6,288,290.5,283,284,283.85,285.84,113238
1/14/2000,HDFC,283.85,284,294,276.25,291,286.55,283.6,152322
1/17/2000,HDFC,286.55,302,309.5,295,303.5,302.2,302.87,500852
1/18/2000,HDFC,302.2,307,317.85,301.05,305.25,305.75,308.57,369304
1/19/2000,HDFC,305.75,310,315,303.05,304.5,305.25,308.98,377937
1/20/2000,HDFC,305.25,303,306,288,291.9,291.35,297.57,208122
1/21/2000,HDFC,291.35,292,307,290,299.5,299.55,300.93,591458
1/24/2000,HDFC,299.55,306,306,291,294,293.05,295.58,207336
1/25/2000,HDFC,293.05,285,308.95,281,305.5,303.15,299.56,512403
1/27/2000,HDFC,303.15,315.9,316.6,309.9,316.6,316.6,316.02,838826
1/28/2000,HDFC,316.6,328.5,328.9,315,326,324.4,323.32,1224604
1/31/2000,HDFC,324.4,328.7,349.95,320.05,332.5,333.5,336.09,1449638
2/1/2000,HDFC,333.5,337,353.9,335,351.25,350.55,345.34,1220141
2/2/2000,HDFC,350.55,355,357,342,349,351.4,349.83,1124774
2/3/2000,HDFC,351.4,345.55,351.5,338.15,342,341.9,344.17,338774
2/4/2000,HDFC,341.9,342,362.4,341,350,357.2,352.79,1393426
2/7/2000,HDFC,357.2,351,362.5,348.15,355,355.45,357.09,834598
2/8/2000,HDFC,355.45,359,359,345.6,351,350.5,351.72,527223
2/9/2000,HDFC,350.5,354,354,322.5,325,329.15,331.01,918950
2/10/2000,HDFC,329.15,329,329,311.6,321,320.35,320.55,406175
2/11/2000,HDFC,320.35,327,346,313,346,343.65,338.31,1361815
2/14/2000,HDFC,343.65,354,369,345,354,359.15,359.35,1457178
2/15/2000,HDFC,359.15,352.35,353.5,330.45,332,332.6,339.35,629569
2/16/2000,HDFC,332.6,350,354.8,338.1,342.2,341.6,343.8,252848
2/17/2000,HDFC,341.6,336,347,336,339,339.2,341.46,120854
2/18/2000,HDFC,339.2,339,340,325,326.5,327.9,330.18,161499
2/21/2000,HDFC,327.9,329,334,317.05,318,319.15,326.9,206189
2/22/2000,HDFC,319.15,317,319.4,301.2,305,305.95,311.71,285365
2/23/2000,HDFC,305.95,317,330.45,315,330.45,330.45,329.96,177171
2/24/2000,HDFC,330.45,349.85,356,332,354,351.7,347.16,385844
2/25/2000,HDFC,351.7,354,379.85,351.1,379.85,379.85,373.96,230532
2/28/2000,HDFC,379.85,405.5,410.25,380.5,410.25,409.7,400.35,643659
2/29/2000,HDFC,409.7,420,442.5,376.95,395,401.7,419.9,1014948
3/1/2000,HDFC,401.7,405,433.85,400,433.85,433.85,421.87,494473
3/2/2000,HDFC,433.85,456.9,468.6,442,468.6,468.6,465.74,542377
3/3/2000,HDFC,468.6,489,489,431.15,471,473.05,456.43,878831
3/6/2000,HDFC,473.05,479,479,435.25,438.5,443.5,452.36,670934
3/7/2000,HDFC,443.5,447,447,408.05,413.1,412.2,419.21,377112
3/8/2000,HDFC,412.2,415,425,391.05,415,416.7,414.88,370922
3/9/2000,HDFC,416.7,419,419,388.1,397,399.6,400.73,167704
3/10/2000,HDFC,399.6,400,408.9,390.3,395,397.55,399.83,181580
3/13/2000,HDFC,397.55,386.1,406,367,382.55,381.6,390.9,225462
3/14/2000,HDFC,381.6,385,400,367,397,396.65,389.14,207168
3/15/2000,HDFC,396.65,406,406.8,386,400,400.5,394.07,118712
3/16/2000,HDFC,400.5,405.85,405.85,395.1,399,398.2,398.1,90678
3/21/2000,HDFC,398.2,398,427,397,411.5,406.35,411.51,178957
3/22/2000,HDFC,406.35,414,428.8,374,415.5,413.25,412.46,192789
