Date,Symbol,Prev Close,Open,High,Low,Last,Close,VWAP,Volume
5/14/2003,DRREDDY,851.9,852.1,862.45,835.2,859.8,857.45,851.73,42527
5/15/2003,DRREDDY,857.45,865,865,847.2,850.45,849.4,851.05,34100
5/16/2003,DRREDDY,849.4,851.1,853.75,832,840,839.1,841.27,202933
5/19/2003,DRREDDY,839.1,837.25,855,831.1,836.3,833.75,838.22,179501
5/20/2003,DRREDDY,833.75,830,834.8,818.2,831.5,830.95,829.67,163341
5/21/2003,DRREDDY,830.95,925,925,826.05,831.5,831.35,836.13,136902
5/22/2003,DRREDDY,831.35,833,833,813,818.9,818,821.19,332549
5/23/2003,DRREDDY,818,828.5,829.85,815.6,826.95,827.85,824.85,57423
5/26/2003,DRREDDY,827.85,889,889,811,817,817.4,820.57,84168
5/27/2003,DRREDDY,817.4,813,827.8,805.1,814.9,816.4,817.21,196084
5/28/2003,DRREDDY,816.4,820,835,816.05,835,833,825.67,100829
5/29/2003,DRREDDY,833,849,874,836.1,860.05,864.2,849.82,172017
5/30/2003,DRREDDY,864.2,851.75,895.5,851.75,882,891.25,877.15,245174
6/2/2003,DRREDDY,891.25,870,898.4,850,891.5,893.4,878.66,132928
6/3/2003,DRREDDY,893.4,885,915,885,907.5,906.05,902.33,198257
6/4/2003,DRREDDY,906.05,910,935,909,929,929.3,924.93,131648
6/5/2003,DRREDDY,929.3,930,977.9,930,955,959.45,954.72,248731
6/6/2003,DRREDDY,959.45,964.8,978.85,953,969.1,970.65,968.18,140640
6/9/2003,DRREDDY,970.65,970,978.9,956,966.95,964.95,966.16,112208
6/10/2003,DRREDDY,964.95,961.15,965.95,947.05,951.95,949.8,953.7,81014
6/11/2003,DRREDDY,949.8,959,967,945.15,953,954.2,955.07,112917
6/12/2003,DRREDDY,954.2,950,961.95,943.1,961.9,958.05,953.36,48493
6/13/2003,DRREDDY,958.05,965,970,957,960,961.15,962.18,145645
6/16/2003,DRREDDY,961.15,1048.4,1048.4,973,1001,998.95,995.13,202892
